Model,Treatment,Treatment target,Treatment type,BestResponse,Day_BestResponse,BestAvgResponse,Day_BestAvgResponse,TimeToDouble,Day_Last,ResponseCategory
X-3873,INC424,JAK,single,0.2,15,-1.025,15,35,35,SD
X-3873,LEE011,"CDK4,CDK6,CDK4/6",single,16.3,15,6.325,15,28,28,SD
X-3873,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-85.5,80,-61.09615385,91,91,91,PR
X-3873,LFA102,PRLR,single,320.9,14,143.5666667,14,7,14,PD
X-3873,LJM716,ERBB3,single,-9.3,10,-3.74,14,33.98007968,70,SD-->PD
X-3873,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-6.7,22,-3.9,24,31,31,SD
X-3873,LKA136,"NTRK1,NTRK2,NTRK3",single,136.9,20,18.62,13,17.19924099,34,PD
X-3873,LLM871,FGFR2/4,single,26.7,17,3.9,17,36.62666667,70,SD-->PD
X-3873,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-15.7,24,-0.983333333,42,60.59920239,70,SD-->PD
X-3873,paclitaxel,Tubulin,single,-62.4,49,-33.93529412,63,70,70,PR
X-3873,tamoxifen,ESR1,single,102.8,21,35.3,14,20.57575758,49,PD
X-3873,trastuzumab,ERBB2,single,553.3,22,91.2,13,8.387704918,22,PD
X-3873,untreated,"UNKNOWN,Untreated",single,9.8,10,6.48,14,136,136,SD-->PD
X-3873,LFW527 + everolimus,"IGF1R,MTOR",combo,-25.3,80,14.428,87,98,98,SD-->-->PD
X-3880,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,4.1,41,17.48,17,46,46,SD-->PD
X-3880,BKM120 + encorafenib,"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-5.8,17,6.9,17,43,43,SD-->PD
X-3880,CGM097,MDM2,single,128.3,20,71.325,13,10.48648649,24,PD
X-3880,dacarbazine,chemotherapy,single,153.4,22,77.975,12,9.248826291,22,PD
X-3880,LDE225,SMO,single,28.6,7,7.4,7,7,7,SD
X-3880,LDK378,ALK,single,212.6,21,89.88,14,7.734197731,21,PD
X-3880,LEE011,"CDK4,CDK6,CDK4/6",single,44.8,20,23.5,13,24,24,PD
X-3880,LEE011 + encorafenib,"CDK4/6,BRAF,BRAF,CDK4,CDK6",combo,24.7,17,25.18333333,17,21,21,SD
X-3880,WNT974,PORCN,single,91.8,21,25.24,14,21,21,PD
X-3880,LGW813,IAP,single,73.2,20,13.15,13,22.95316804,24,PD
X-3880,encorafenib,BRAF,single,63.5,20,36.6,13,24,24,PD
X-3880,encorafenib + binimetinib,"BRAF,MAP2K1,MAP2K2,MAPK",combo,-17.8,28,-8.48,14,87,87,SD-->PD
X-3880,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-84.9,80,-61.19117647,164,255.6712329,262,PR-->-->PD
X-3880,TAS266,DR5,single,229,20,124,13,4.521212121,27,PD
X-3880,untreated,"UNKNOWN,Untreated",single,556.8,21,128.74,13,5.356821589,21,PD
X-3898,abraxane,Tubulin,single,146.2,20,20.6,12,14.19453376,40,PD
X-3898,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,61.8,23,26.1,14,27,27,PD
X-3898,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-1,18,10.7,11,46.59334298,48,SD-->PD
X-3898,BKM120 + LDE225,"panPI3K,SMO",combo,-64.9,113,-24.24516129,113,113,113,PR
X-3898,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,64.4,34,52.14,13,18.91603053,93,PD
X-3898,BYL719,PIK3CA,single,6.6,12,4.825,12,18,18,SD
X-3898,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,51.2,21,4.7,14,41,41,PD
X-3898,HDM201,MDM2,single,291.1,26,53.82,13,9.760098928,26,PD
X-3898,figitumumab,IGF1R,single,19.5,15,8.35,12,30.71197411,55,SD-->PD
X-3898,figitumumab + binimetinib,"IGF1R,MAPK",combo,147.4,29,47.78,13,11.56221198,29,PD
X-3898,gemcitabine-50mpk,chemotherapy,single,23.6,17,14.52,14,58.92896781,109,SD-->PD
X-3898,INC424,JAK,single,184,24,43.76,13,14.66666667,45,PD
X-3898,INC424 + binimetinib,"JAK,MAPK",combo,-15.4,14,-6.916666667,18,84,84,SD-->PD
X-3898,LEE011,"CDK4,CDK6,CDK4/6",single,-17.4,53,55.00416667,80,7.982668977,97,PD
X-3898,WNT974,PORCN,single,224.5,22,32.28,13,19.40444753,27,PD
X-3898,LKA136,"NTRK1,NTRK2,NTRK3",single,85.3,21,16.7,14,22.14993481,38,PD
X-3898,binimetinib,"MAP2K1,MAP2K2,MAPK",single,146.3,58,90.48,13,7.510638298,58,PD
X-3898,binimetinib-3.5mpk,MAPK,single,294.6,29,114.9,12,4.038135593,33,PD
X-3898,trametinib,MAPK,single,-5.7,39,7.4,11,55.31736527,61,SD-->PD
X-3898,untreated,"UNKNOWN,Untreated",single,255.4,22,61.64,13,8.841584158,27,PD
X-3947,abraxane,Tubulin,single,-58.8,10,-27.54,13,33.85304659,45,PR-->PD
X-3947,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,-48.9,79,-1.435714286,94,94,94,SD
X-3947,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,389.9,22,121.12,12,5.242098184,26,PD
X-3947,BKM120 + LDE225,"panPI3K,SMO",combo,162.7,21,30.95,11,16.94186047,42,PD
X-3947,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-43.3,42,-28.15384615,42,42,42,SD
X-3947,BYL719,PIK3CA,single,564.5,20,92.02,13,6.760493827,20,PD
X-3947,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,430.9,20,110.2,13,6.463926941,22,PD
X-3947,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,299.1,20,55.56,13,10.81912145,37,PD
X-3947,HDM201,MDM2,single,399,20,51.94,13,10.53246753,20,PD
X-3947,figitumumab,IGF1R,single,527.2,19,134.025,14,6.162436548,19,PD
X-3947,figitumumab + binimetinib,"IGF1R,MAPK",combo,286.6,21,135.48,14,5.675159236,28,PD
X-3947,gemcitabine-50mpk,chemotherapy,single,-59.5,69,-9.608333333,82,82,82,SD
X-3947,INC424,JAK,single,97.4,21,8.65,11,21.375,39,PD
X-3947,INC424 + binimetinib,"JAK,MAPK",combo,4.1,18,2.8,11,84,84,SD-->PD
X-3947,LEE011,"CDK4,CDK6,CDK4/6",single,219.4,12,88.62,12,8.46884273,12,PD
X-3947,WNT974,PORCN,single,206.9,7,92.3,7,3.876552228,7,PD
X-3947,LKA136,"NTRK1,NTRK2,NTRK3",single,308.7,20,51.18,13,11.02197802,25,PD
X-3947,binimetinib,"MAP2K1,MAP2K2,MAPK",single,28.4,26,31.95,13,28.96275862,163,PD
X-3947,binimetinib-3.5mpk,MAPK,single,546.7,16,120.3,13,4.093617021,16,PD
X-3947,trametinib,MAPK,single,82.5,32,37.475,11,23.86192469,41,PD
X-3947,untreated,"UNKNOWN,Untreated",single,356.2,20,73.92,13,5.85787452,21,PD
X-3990,abraxane,Tubulin,single,346,21,57.4,11,10.85628743,21,PD
X-3990,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,46.4,6,17.9,6,6,6,PD
X-3990,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,254.1,21,76.55,11,6.618131868,28,PD
X-3990,BKM120 + LDE225,"panPI3K,SMO",combo,-29.8,49,-7.58,49,49,49,SD
X-3990,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-55.8,94,-27.67857143,94,94,94,PR
X-3990,BYL719,PIK3CA,single,-13.4,17,-6.733333333,17,42.99111111,62,SD-->PD
X-3990,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,130.5,22,31.475,11,14.555,35,PD
X-3990,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,19.7,11,11.175,11,68.30733945,97,SD-->PD
X-3990,HDM201,MDM2,single,205.9,21,28.775,11,12.43555556,35,PD
X-3990,figitumumab,IGF1R,single,307.6,15,122.675,12,4.17490953,15,PD
X-3990,figitumumab + binimetinib,"IGF1R,MAPK",combo,247,21,121.85,11,4.513124471,25,PD
X-3990,gemcitabine-50mpk,chemotherapy,single,-100,50,-54.96923077,88,6.671578947,88,CR
X-3990,INC424,JAK,single,66.7,20,24.05,11,27.87700535,45,PD
X-3990,INC424 + binimetinib,"JAK,MAPK",combo,39.3,24,51.3,17,28.62107623,91,PD
X-3990,LEE011,"CDK4,CDK6,CDK4/6",single,209.1,22,101.45,12,5,36,PD
X-3990,WNT974,PORCN,single,322.7,23,30.82,13,12.03384279,29,PD
X-3990,LKA136,"NTRK1,NTRK2,NTRK3",single,293.1,21,63.88,14,8.379186603,26,PD
X-3990,binimetinib,"MAP2K1,MAP2K2,MAPK",single,4,3,2,3,3,3,SD
X-3990,binimetinib-3.5mpk,MAPK,single,161.9,21,99.12,14,4,28,PD
X-3990,trametinib,MAPK,single,-25.7,25,-7.7875,25,92,92,SD-->PD
X-3990,untreated,"UNKNOWN,Untreated",single,226.3,21,35.1,11,10.6746507,42,PD
X-4015,abraxane,Tubulin,single,298.4,15,96.3,12,8.273342355,15,PD
X-4015,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,-79.7,83,-42.74137931,97,97,97,PR
X-4015,BKM120 + LDE225,"panPI3K,SMO",combo,73.3,20,32.78,13,29.80519481,71,PD
X-4015,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,79.1,27,34.24,13,28.43478261,71,PD
X-4015,BYL719,PIK3CA,single,12.1,10,5.12,14,31.47524752,62,SD-->PD
X-4015,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-11,72,13.75,13,97,97,SD-->PD
X-4015,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,111.9,21,49.38,14,15.13333333,52,PD
X-4015,HDM201,MDM2,single,-11,10,-4.66,14,42,42,SD-->PD
X-4015,figitumumab,IGF1R,single,514.6,22,87,12,5.870689655,22,PD
X-4015,figitumumab + binimetinib,"IGF1R,MAPK",combo,95.3,20,46.58,12,20.57668712,33,PD
X-4015,gemcitabine-50mpk,chemotherapy,single,-57.7,58,-26.17307692,90,90,90,PR
X-4015,INC424,JAK,single,260.9,21,71.6,14,9.387628866,35,PD
X-4015,INC424 + binimetinib,"JAK,MAPK",combo,-14.8,14,-4.16,14,43.18235294,70,SD-->PD
X-4015,WNT974,PORCN,single,272.7,20,95.3,12,7.5,28,PD
X-4015,LKA136,"NTRK1,NTRK2,NTRK3",single,314.9,22,53.76666667,11,10.77116705,25,PD
X-4015,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-33.2,89,-5.635714286,43,89,89,SD-->-->PD
X-4015,untreated,"UNKNOWN,Untreated",single,250.2,22,34.075,11,11.26470588,24,PD
X-4018,abraxane,Tubulin,single,162,20,10.05,11,14.74595843,34,PD
X-4018,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,-26.1,49,-1.626666667,49,69,69,SD-->PD
X-4018,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,56.2,25,50.75,11,28.90491803,55,PD
X-4018,BKM120 + LDE225,"panPI3K,SMO",combo,85,21,13.425,11,21.65645514,67,PD
X-4018,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-45.5,51,-16.335,65,93,93,SD-->-->PD
X-4018,BYL719,PIK3CA,single,72.9,18,45.55,12,18,18,PD
X-4018,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,16.1,12,9.25,12,18,18,SD
X-4018,HDM201,MDM2,single,79,21,24.775,11,23.07920792,31,PD
X-4018,figitumumab,IGF1R,single,-21.7,34,13.99285714,44,44,44,SD
X-4018,figitumumab + binimetinib,"IGF1R,MAPK",combo,21.8,25,-34.25,12,25,25,SD
X-4018,gemcitabine-50mpk,chemotherapy,single,19.9,34,18.5,12,42.62130178,68,SD-->PD
X-4018,INC424 + binimetinib,"JAK,MAPK",combo,-19.2,14,-13.88,14,62.48552339,98,SD-->PD
X-4018,LEE011,"CDK4,CDK6,CDK4/6",single,176.5,20,27.58,13,17.86461968,20,PD
X-4018,WNT974,PORCN,single,288.3,23,47.14,13,11.56296296,30,PD
X-4018,LKA136,"NTRK1,NTRK2,NTRK3",single,234.3,23,37.12,13,13.47953216,30,PD
X-4018,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-3,16,11.88333333,16,44,44,SD
X-4018,binimetinib-3.5mpk,MAPK,single,-100,85,-52.97916667,98,98,98,CR
X-4018,trametinib,MAPK,single,13.1,15,16.84,15,48.1959799,51,SD-->PD
X-4018,untreated,"UNKNOWN,Untreated",single,133.9,24,34.275,11,18.144,48,PD
X-4087,5FU,chemotherapy,single,84.4,20,3.775,11,20,20,PD
X-4087,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,100.1,20,21.825,11,19.98039216,20,PD
X-4087,BKM120 + LJC049,"panPI3K,TNKS",combo,307.2,24,112.92,11,6.283547258,30,PD
X-4087,BYL719,PIK3CA,single,22.9,3,11.45,3,3,3,SD
X-4087,BYL719 + cetuximab,"PIK3CA,EGFR",combo,0,12,0,12,31,31,SD-->PD
X-4087,BYL719 + cetuximab + encorafenib,"PIK3CA,EGFR,BRAF",combo,147.8,20,31,12,16.7188755,27,PD
X-4087,BYL719 + encorafenib,"PIK3CA,BRAF",combo,80,21,41.58,15,24,24,PD
X-4087,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,58,20,24.125,11,20,20,PD
X-4087,BYL719 + binimetinib,"PIK3CA,MAPK",combo,138.4,20,28.375,11,14.7775378,20,PD
X-4087,cetuximab,EGFR,single,358.9,21,104.6333333,15,9,21,PD
X-4087,cetuximab + encorafenib,"EGFR,BRAF",combo,730.3,21,153.0666667,15,9,21,PD
X-4087,CGM097,MDM2,single,62.2,6,29.53333333,6,6,6,PD
X-4087,CKX620,MAPK,single,6.1,11,2.675,11,20,20,SD-->PD
X-4087,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,109.4,20,15.425,11,19.4738806,20,PD
X-4087,HDM201,MDM2,single,82.5,20,12.375,11,20,20,PD
X-4087,LEE011,"CDK4,CDK6,CDK4/6",single,16.6,20,1.9,11,20,20,SD-->PD
X-4087,encorafenib,BRAF,single,33.6,6,17.83333333,6,6,6,SD
X-4087,LJC049,TNKS,single,17.2,11,18.075,11,14,14,SD-->PD
X-4087,LKA136,"NTRK1,NTRK2,NTRK3",single,77.8,6,38.9,6,6,6,PD
X-4087,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-32.4,17,-10.02857143,21,27,27,SD
X-4087,untreated,"UNKNOWN,Untreated",single,58.7,21,18.03333333,15,27.37254902,42,PD
X-4087,LFW527 + binimetinib,"IGF1R,MAP2K1,MAP2K2",combo,-23.3,15,5.3,15,29.24429967,38,SD-->PD
X-4145,abraxane,Tubulin,single,302.7,20,73.72,13,9.776824034,20,PD
X-4145,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,-82.2,41,-40.97857143,48,48,48,PR
X-4145,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,292.4,23,64.8,13,10.45042493,27,PD
X-4145,BKM120 + LDE225,"panPI3K,SMO",combo,50.9,23,22.68,13,31.55339806,71,PD
X-4145,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,13.4,22,20.98571429,22,27.39534884,71,SD-->PD
X-4145,BYL719,PIK3CA,single,101.5,20,15.18,13,19.73988439,33,PD
X-4145,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,59.6,20,35.3,13,58,58,PD
X-4145,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,97.2,22,36.16,12,23.23076923,35,PD
X-4145,HDM201,MDM2,single,284.2,20,56.46,13,10.94495413,37,PD
X-4145,figitumumab,IGF1R,single,186.1,20,35.425,13,12.58100559,34,PD
X-4145,figitumumab + binimetinib,"IGF1R,MAPK",combo,46.8,32,7.175,11,53.34173669,78,PD
X-4145,gemcitabine-50mpk,chemotherapy,single,-71.3,77,-27.64615385,91,91,91,PR-->PD
X-4145,INC424,JAK,single,127.6,20,44.76,14,16.89714286,41,PD
X-4145,INC424 + binimetinib,"JAK,MAPK",combo,111.4,20,56.18333333,13,9.8,86,PD
X-4145,LEE011,"CDK4,CDK6,CDK4/6",single,228,20,62.54,13,8.579839429,34,PD
X-4145,WNT974,PORCN,single,18.1,18,3.275,11,18,18,SD
X-4145,LKA136,"NTRK1,NTRK2,NTRK3",single,224,20,67.62,13,9.105726872,28,PD
X-4145,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-44,21,-24.55454545,34,51,51,SD
X-4145,binimetinib-3.5mpk,MAPK,single,149.2,25,83.325,11,4,27,PD
X-4145,trametinib,MAPK,single,191.1,22,98.875,12,4,39,PD
X-4145,untreated,"UNKNOWN,Untreated",single,344,21,106.4,14,5.962758621,25,PD
X-4157,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,60.5,20,9.5,11,28,28,PD
X-4157,BKM120 + encorafenib,"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,12.8,9,9.76,14,28,28,SD-->PD
X-4157,CGM097,MDM2,single,90.2,20,35.9,14,20.4637224,28,PD
X-4157,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,112.1,20,35.3,11,13,28,PD
X-4157,dacarbazine,chemotherapy,single,58,20,16,14,29,29,PD
X-4157,LDE225,SMO,single,10,9,8.575,12,13,13,SD
X-4157,LDK378,ALK,single,65.4,25,22.05,12,28,28,PD
X-4157,LEE011,"CDK4,CDK6,CDK4/6",single,71.7,22,13.96,13,26.38080495,28,PD
X-4157,LEE011 + encorafenib,"CDK4/6,BRAF,BRAF,CDK4,CDK6",combo,66.8,22,18.3,11,25.76454294,28,PD
X-4157,WNT974,PORCN,single,131.5,21,20.08,14,19.01052632,28,PD
X-4157,LGW813,IAP,single,-23.5,11,-16.98,11,67.464,105,SD-->PD
X-4157,encorafenib,BRAF,single,106.2,20,18.42,13,19.515625,28,PD
X-4157,encorafenib + binimetinib,"BRAF,MAP2K1,MAP2K2,MAPK",combo,-33.5,16,-8.05,25,66.58701299,87,SD-->PD
X-4157,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-14.7,60,13.58,13,88.82300885,108,SD-->PD
X-4157,TAS266,DR5,single,143.4,20,24.72,14,16.49122807,28,PD
X-4157,untreated,"UNKNOWN,Untreated",single,239.7,20,52.88,14,11.19512195,28,PD
X-4215,abraxane,Tubulin,single,87.8,25,19.275,11,33.85714286,54,PD
X-4215,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,-81.9,48,-32.51304348,79,79,79,PR-->-->PD
X-4215,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,77.8,22,40.6,12,22,22,PD
X-4215,BKM120 + LDE225,"panPI3K,SMO",combo,147.2,16,117.32,13,3.532147743,16,PD
X-4215,BYL719,PIK3CA,single,71.1,21,2.825,11,26.62111801,35,PD
X-4215,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-97.8,97,-66.02413793,97,97,97,CR
X-4215,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,50.4,21,21.275,11,33.23017408,56,PD
X-4215,HDM201,MDM2,single,100.8,20,40.58,13,19.77777778,31,PD
X-4215,figitumumab,IGF1R,single,223.1,21,57.26666667,11,8.901988636,21,PD
X-4215,figitumumab + binimetinib,"IGF1R,MAPK",combo,27.7,22,12.78,15,42.69565217,51,SD-->PD
X-4215,gemcitabine-50mpk,chemotherapy,single,-77.2,39,-33.69411765,56,100.7654987,109,PR-->PD
X-4215,INC424,JAK,single,93.1,20,21.54,13,20,20,PD
X-4215,INC424 + binimetinib,"JAK,MAPK",combo,4.6,90,28.125,12,131,131,SD
X-4215,LEE011,"CDK4,CDK6,CDK4/6",single,1.3,53,57.45,11,10.2892562,91,PD
X-4215,WNT974,PORCN,single,116.8,20,73.35,12,9.322175732,28,PD
X-4215,LKA136,"NTRK1,NTRK2,NTRK3",single,327.1,22,48.575,11,9.482758621,25,PD
X-4215,binimetinib,"MAP2K1,MAP2K2,MAPK",single,0.6,19,22.5625,22,22,22,SD
X-4215,binimetinib-3.5mpk,MAPK,single,158.9,22,111.725,12,5.243362832,27,PD
X-4215,trametinib,MAPK,single,62.9,28,11.9,11,31.9806867,40,PD
X-4215,untreated,"UNKNOWN,Untreated",single,167.2,21,61.06,12,7.59205298,36,PD
X-4226,abraxane,Tubulin,single,278.2,20,75.24,14,6.571428571,27,PD
X-4226,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,48.4,21,17.72,14,27.72388956,87,PD
X-4226,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-21.6,16,10.31666667,16,36.27483444,44,SD-->PD
X-4226,BKM120 + LDE225,"panPI3K,SMO",combo,-30.7,13,-17.64,18,81,81,SD-->PD
X-4226,BKM120 + binimetinib,"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-17.5,34,-1.954545455,40,71.33400402,122,SD-->PD
X-4226,BYL719,PIK3CA,single,-1,14,-1.08,14,51.2877193,91,SD-->PD
X-4226,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,43.7,29,14.98,14,43.5426945,63,PD
X-4226,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,65,22,13.06,14,31.6984127,73,PD
X-4226,HDM201,MDM2,single,260.5,20,60.26,12,7.7,33,PD
X-4226,figitumumab,IGF1R,single,58.7,26,-2,12,18.87283237,36,PD
X-4226,figitumumab + binimetinib,"IGF1R,MAPK",combo,141.1,21,87.85,11,5.773195876,28,PD
X-4226,gemcitabine-50mpk,chemotherapy,single,44.5,17,30.78,14,17,17,PD
X-4226,INC424,JAK,single,83.3,20,19.6,12,25.96103896,71,PD
X-4226,INC424 + binimetinib,"JAK,MAPK",combo,-17.6,20,2.55,20,63.73418972,99,SD-->PD
X-4226,LEE011,"CDK4,CDK6,CDK4/6",single,176.6,22,61.7,12,12.41911765,29,PD
X-4226,WNT974,PORCN,single,273.3,21,55.08,13,10.75152749,22,PD
X-4226,LKA136,"NTRK1,NTRK2,NTRK3",single,59.4,20,30.8,13,25.23255814,36,PD
X-4226,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-30.3,28,-5.891666667,35,35,35,SD
X-4226,binimetinib-3.5mpk,MAPK,single,52,21,37.26,13,27.7037037,34,PD
X-4226,trametinib,MAPK,single,-7.4,11,-3.725,11,29.77153558,48,SD-->PD
X-4226,untreated,"UNKNOWN,Untreated",single,83.7,24,28.48,13,18.97590361,40,PD
X-4316,abraxane,Tubulin,single,122.2,22,35.05,12,16.55932203,54,PD
X-4316,abraxane + gemcitabine,"Tubulin,chemotherapy",combo,-100,84,-63.20769231,87,87,87,CR
X-4316,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,93.4,21,19.98,13,16.50081037,28,PD
X-4316,BKM120 + LDE225,"panPI3K,SMO",combo,-20.2,14,-9.933333333,14,53,53,SD-->PD
X-4316,BYL719,PIK3CA,single,72.5,22,6.36,14,29.66666667,115,PD
X-4316,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,1.2,13,0.28,13,41.22044728,51,SD-->PD
X-4316,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,11.6,9,4.8,13,21.38705882,37,SD-->PD
X-4316,HDM201,MDM2,single,132.6,20,29.36,13,16.1305638,30,PD
X-4316,figitumumab,IGF1R,single,-2.1,19,34.56666667,19,29.62618084,68,PD
X-4316,figitumumab + binimetinib,"IGF1R,MAPK",combo,276,20,133.5,12,3.165048544,33,PD
X-4316,gemcitabine-50mpk,chemotherapy,single,-80,77,-41.07727273,77,77,77,PR
X-4316,INC424,JAK,single,44.4,22,8.32,14,57.40145985,115,PD
X-4316,LEE011,"CDK4,CDK6,CDK4/6",single,3,21,1.925,11,62.66666667,77,SD-->PD
X-4316,WNT974,PORCN,single,26.8,16,19.82,13,27.63131313,51,SD-->PD
X-4316,LKA136,"NTRK1,NTRK2,NTRK3",single,59.2,22,9.56,15,31.09138381,45,PD
X-4316,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-45.2,109,-26.8962963,109,122,122,SD-->-->PD
X-4316,binimetinib-3.5mpk,MAPK,single,29.2,18,10.14,13,20.72307692,39,SD-->PD
X-4316,trametinib,MAPK,single,-32.1,19,-12.48333333,40,91,91,SD-->PD
X-4316,untreated,"UNKNOWN,Untreated",single,132.8,20,12.75,11,15.18210526,44,PD
X-4339,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-26.4,16,-10.24285714,19,44,44,SD-->PD
X-4339,BKM120 + encorafenib,"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD",combo,-0.3,14,3.36,14,40,40,SD
X-4339,CGM097,MDM2,single,50,22,11.5,11,64.84322034,66,PD
X-4339,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,9.6,22,7.56,12,85,85,SD-->PD
X-4339,dacarbazine,chemotherapy,single,9.7,15,13.14,15,15,15,SD
X-4339,LDE225,SMO,single,13.4,19,14.14285714,20,22,22,SD
X-4339,LDK378,ALK,single,16.3,19,8.15,11,44,44,SD-->PD
X-4339,LEE011,"CDK4,CDK6,CDK4/6",single,-72.7,149,-37.24782609,226,240,240,PR-->-->PD
X-4339,LEE011 + encorafenib,"CDK4/6,BRAF,BRAF,CDK4,CDK6",combo,-48.3,120,-14.80285714,170,170,170,SD
X-4339,LEE011 + binimetinib,"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK",combo,-86.8,103,-66.2483871,177,177,177,PR
X-4339,WNT974,PORCN,single,15.9,11,9.15,11,26,26,SD-->PD
X-4339,LGW813,IAP,single,13.3,11,9.85,11,49.87378641,51,SD-->PD
X-4339,encorafenib,BRAF,single,89.7,24,30.5,14,16.51587302,46,PD
X-4339,encorafenib + binimetinib,"BRAF,MAP2K1,MAP2K2,MAPK",combo,81.3,26,17.05,11,31.71428571,47,PD
X-4339,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-5.3,14,0.12,14,77.97802198,85,SD-->PD
X-4339,TAS266,DR5,single,14.2,13,10.9,13,38.02083333,47,SD-->PD
X-4339,untreated,"UNKNOWN,Untreated",single,89.3,20,39.5,16,20.77959927,45,PD
X-4347,BGJ398,FGFR,single,55.9,21,7.02,14,31.07862408,60,PD
X-4347,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-22,11,-11.7,34,67,67,SD-->-->PD
